segment_length;buffer_size;lr;mlbs;bandwidth;mean(buffer_underrruns)
0,2;0,25;0;0,1;0,466666666666667;0,371428571428571
0,2;0,25;0;0,1;0,533333333333333;0,171428571428571
0,2;0,25;0;0,1;0,566666666666667;0,0571428571428571
0,2;0,25;0;0,1;0,6;0,0285714285714286
0,2;0,25;0;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0;0,1;1;0
0,2;0,25;0;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0;0,6;0,6;0,0285714285714286
0,2;0,25;0;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0;0,6;1;0
0,2;0,25;0;1;0,466666666666667;0,371428571428571
0,2;0,25;0;1;0,533333333333333;0,171428571428571
0,2;0,25;0;1;0,566666666666667;0,0571428571428571
0,2;0,25;0;1;0,6;0,0285714285714286
0,2;0,25;0;1;0,633333333333333;0,0285714285714286
0,2;0,25;0;1;0,666666666666667;0,0285714285714286
0,2;0,25;0;1;1;0
0,2;0,25;0,015625;0,1;0,466666666666667;0,371428571428571
0,2;0,25;0,015625;0,1;0,533333333333333;0,171428571428571
0,2;0,25;0,015625;0,1;0,566666666666667;0,0571428571428571
0,2;0,25;0,015625;0,1;0,6;0,0285714285714286
0,2;0,25;0,015625;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0,015625;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0,015625;0,1;1;0
0,2;0,25;0,015625;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,015625;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,015625;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0,015625;0,6;0,6;0,0285714285714286
0,2;0,25;0,015625;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,015625;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,015625;0,6;1;0
0,2;0,25;0,015625;1;0,466666666666667;0,371428571428571
0,2;0,25;0,015625;1;0,533333333333333;0,171428571428571
0,2;0,25;0,015625;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,015625;1;0,6;0,0285714285714286
0,2;0,25;0,015625;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,015625;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,015625;1;1;0
0,2;0,25;0,03125;0,1;0,466666666666667;0,371428571428571
0,2;0,25;0,03125;0,1;0,533333333333333;0,171428571428571
0,2;0,25;0,03125;0,1;0,566666666666667;0,0571428571428571
0,2;0,25;0,03125;0,1;0,6;0,0285714285714286
0,2;0,25;0,03125;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0,03125;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0,03125;0,1;1;0
0,2;0,25;0,03125;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,03125;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,03125;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0,03125;0,6;0,6;0,0285714285714286
0,2;0,25;0,03125;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,03125;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,03125;0,6;1;0
0,2;0,25;0,03125;1;0,466666666666667;0,371428571428571
0,2;0,25;0,03125;1;0,533333333333333;0,171428571428571
0,2;0,25;0,03125;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,03125;1;0,6;0,0285714285714286
0,2;0,25;0,03125;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,03125;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,03125;1;1;0
0,2;0,25;0,0625;0,1;0,466666666666667;0,371428571428571
0,2;0,25;0,0625;0,1;0,533333333333333;0,171428571428571
0,2;0,25;0,0625;0,1;0,566666666666667;0,0571428571428571
0,2;0,25;0,0625;0,1;0,6;0,0285714285714286
0,2;0,25;0,0625;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0,0625;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0,0625;0,1;1;0
0,2;0,25;0,0625;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,0625;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,0625;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0,0625;0,6;0,6;0,0285714285714286
0,2;0,25;0,0625;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,0625;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,0625;0,6;1;0
0,2;0,25;0,0625;1;0,466666666666667;0,371428571428571
0,2;0,25;0,0625;1;0,533333333333333;0,171428571428571
0,2;0,25;0,0625;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,0625;1;0,6;0,0285714285714286
0,2;0,25;0,0625;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,0625;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,0625;1;1;0
0,2;0,25;0,125;0,1;0,466666666666667;0,371428571428571
0,2;0,25;0,125;0,1;0,533333333333333;0,2
0,2;0,25;0,125;0,1;0,566666666666667;0,0857142857142857
0,2;0,25;0,125;0,1;0,6;0,0285714285714286
0,2;0,25;0,125;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0,125;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0,125;0,1;1;0
0,2;0,25;0,125;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,125;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,125;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0,125;0,6;0,6;0,0285714285714286
0,2;0,25;0,125;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,125;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,125;0,6;1;0
0,2;0,25;0,125;1;0,466666666666667;0,371428571428571
0,2;0,25;0,125;1;0,533333333333333;0,171428571428571
0,2;0,25;0,125;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,125;1;0,6;0,0285714285714286
0,2;0,25;0,125;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,125;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,125;1;1;0
0,2;0,25;0,25;0,1;0,466666666666667;0,428571428571429
0,2;0,25;0,25;0,1;0,533333333333333;0,171428571428571
0,2;0,25;0,25;0,1;0,566666666666667;0,0857142857142857
0,2;0,25;0,25;0,1;0,6;0,0285714285714286
0,2;0,25;0,25;0,1;0,633333333333333;0,0285714285714286
0,2;0,25;0,25;0,1;0,666666666666667;0,0285714285714286
0,2;0,25;0,25;0,1;1;0
0,2;0,25;0,25;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,25;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,25;0,6;0,566666666666667;0,0857142857142857
0,2;0,25;0,25;0,6;0,6;0,0285714285714286
0,2;0,25;0,25;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,25;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,25;0,6;1;0
0,2;0,25;0,25;1;0,466666666666667;0,371428571428571
0,2;0,25;0,25;1;0,533333333333333;0,171428571428571
0,2;0,25;0,25;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,25;1;0,6;0,0285714285714286
0,2;0,25;0,25;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,25;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,25;1;1;0
0,2;0,25;0,5;0,1;0,466666666666667;0,885714285714286
0,2;0,25;0,5;0,1;0,533333333333333;0,8
0,2;0,25;0,5;0,1;0,566666666666667;0,771428571428571
0,2;0,25;0,5;0,1;0,6;0,742857142857143
0,2;0,25;0,5;0,1;0,633333333333333;0,685714285714286
0,2;0,25;0,5;0,1;0,666666666666667;0,685714285714286
0,2;0,25;0,5;0,1;1;0,571428571428572
0,2;0,25;0,5;0,6;0,466666666666667;0,371428571428571
0,2;0,25;0,5;0,6;0,533333333333333;0,171428571428571
0,2;0,25;0,5;0,6;0,566666666666667;0,0571428571428571
0,2;0,25;0,5;0,6;0,6;0,0285714285714286
0,2;0,25;0,5;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,5;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,5;0,6;1;0
0,2;0,25;0,5;1;0,466666666666667;0,371428571428571
0,2;0,25;0,5;1;0,533333333333333;0,171428571428571
0,2;0,25;0,5;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,5;1;0,6;0,0285714285714286
0,2;0,25;0,5;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,5;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,5;1;1;0
0,2;0,25;0,75;0,6;0,466666666666667;0,457142857142857
0,2;0,25;0,75;0,6;0,533333333333333;0,228571428571429
0,2;0,25;0,75;0,6;0,566666666666667;0,2
0,2;0,25;0,75;0,6;0,6;0,0571428571428571
0,2;0,25;0,75;0,6;0,633333333333333;0,0285714285714286
0,2;0,25;0,75;0,6;0,666666666666667;0,0285714285714286
0,2;0,25;0,75;0,6;1;0
0,2;0,25;0,75;1;0,466666666666667;0,4
0,2;0,25;0,75;1;0,533333333333333;0,171428571428571
0,2;0,25;0,75;1;0,566666666666667;0,0571428571428571
0,2;0,25;0,75;1;0,6;0,0285714285714286
0,2;0,25;0,75;1;0,633333333333333;0,0285714285714286
0,2;0,25;0,75;1;0,666666666666667;0,0285714285714286
0,2;0,25;0,75;1;1;0
0,2;0,25;1;0,6;0,466666666666667;1
0,2;0,25;1;0,6;0,533333333333333;0,914285714285714
0,2;0,25;1;0,6;0,566666666666667;0,885714285714286
0,2;0,25;1;0,6;0,6;0,885714285714286
0,2;0,25;1;0,6;0,633333333333333;0,857142857142857
0,2;0,25;1;0,6;0,666666666666667;0,914285714285714
0,2;0,25;1;0,6;1;0,8
0,2;0,25;1;1;0,466666666666667;0,428571428571429
0,2;0,25;1;1;0,533333333333333;0,171428571428571
0,2;0,25;1;1;0,566666666666667;0,114285714285714
0,2;0,25;1;1;0,6;0,0857142857142857
0,2;0,25;1;1;0,633333333333333;0,0285714285714286
0,2;0,25;1;1;0,666666666666667;0,0285714285714286
0,2;0,25;1;1;1;0
0,2;0,75;0;0,1;0,466666666666667;0,371428571428571
0,2;0,75;0;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0;0,1;0,566666666666667;0,0571428571428571
0,2;0,75;0;0,1;0,6;0,0285714285714286
0,2;0,75;0;0,1;0,633333333333333;0
0,2;0,75;0;0,1;0,666666666666667;0
0,2;0,75;0;0,1;1;0
0,2;0,75;0;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0;0,6;0,6;0,0285714285714286
0,2;0,75;0;0,6;0,633333333333333;0
0,2;0,75;0;0,6;0,666666666666667;0
0,2;0,75;0;0,6;1;0
0,2;0,75;0;1;0,466666666666667;0,371428571428571
0,2;0,75;0;1;0,533333333333333;0,171428571428571
0,2;0,75;0;1;0,566666666666667;0,0571428571428571
0,2;0,75;0;1;0,6;0,0285714285714286
0,2;0,75;0;1;0,633333333333333;0
0,2;0,75;0;1;0,666666666666667;0
0,2;0,75;0;1;1;0
0,2;0,75;0,015625;0,1;0,466666666666667;0,371428571428571
0,2;0,75;0,015625;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0,015625;0,1;0,566666666666667;0,0571428571428571
0,2;0,75;0,015625;0,1;0,6;0,0285714285714286
0,2;0,75;0,015625;0,1;0,633333333333333;0
0,2;0,75;0,015625;0,1;0,666666666666667;0
0,2;0,75;0,015625;0,1;1;0
0,2;0,75;0,015625;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,015625;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,015625;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,015625;0,6;0,6;0,0285714285714286
0,2;0,75;0,015625;0,6;0,633333333333333;0
0,2;0,75;0,015625;0,6;0,666666666666667;0
0,2;0,75;0,015625;0,6;1;0
0,2;0,75;0,015625;1;0,466666666666667;0,371428571428571
0,2;0,75;0,015625;1;0,533333333333333;0,171428571428571
0,2;0,75;0,015625;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,015625;1;0,6;0,0285714285714286
0,2;0,75;0,015625;1;0,633333333333333;0
0,2;0,75;0,015625;1;0,666666666666667;0
0,2;0,75;0,015625;1;1;0
0,2;0,75;0,03125;0,1;0,466666666666667;0,371428571428571
0,2;0,75;0,03125;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0,03125;0,1;0,566666666666667;0,0571428571428571
0,2;0,75;0,03125;0,1;0,6;0,0285714285714286
0,2;0,75;0,03125;0,1;0,633333333333333;0
0,2;0,75;0,03125;0,1;0,666666666666667;0
0,2;0,75;0,03125;0,1;1;0
0,2;0,75;0,03125;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,03125;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,03125;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,03125;0,6;0,6;0,0285714285714286
0,2;0,75;0,03125;0,6;0,633333333333333;0
0,2;0,75;0,03125;0,6;0,666666666666667;0
0,2;0,75;0,03125;0,6;1;0
0,2;0,75;0,03125;1;0,466666666666667;0,371428571428571
0,2;0,75;0,03125;1;0,533333333333333;0,171428571428571
0,2;0,75;0,03125;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,03125;1;0,6;0,0285714285714286
0,2;0,75;0,03125;1;0,633333333333333;0
0,2;0,75;0,03125;1;0,666666666666667;0
0,2;0,75;0,03125;1;1;0
0,2;0,75;0,0625;0,1;0,466666666666667;0,371428571428571
0,2;0,75;0,0625;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0,0625;0,1;0,566666666666667;0,0571428571428571
0,2;0,75;0,0625;0,1;0,6;0,0285714285714286
0,2;0,75;0,0625;0,1;0,633333333333333;0
0,2;0,75;0,0625;0,1;0,666666666666667;0
0,2;0,75;0,0625;0,1;1;0
0,2;0,75;0,0625;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,0625;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,0625;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,0625;0,6;0,6;0,0285714285714286
0,2;0,75;0,0625;0,6;0,633333333333333;0
0,2;0,75;0,0625;0,6;0,666666666666667;0
0,2;0,75;0,0625;0,6;1;0
0,2;0,75;0,0625;1;0,466666666666667;0,371428571428571
0,2;0,75;0,0625;1;0,533333333333333;0,171428571428571
0,2;0,75;0,0625;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,0625;1;0,6;0,0285714285714286
0,2;0,75;0,0625;1;0,633333333333333;0
0,2;0,75;0,0625;1;0,666666666666667;0
0,2;0,75;0,0625;1;1;0
0,2;0,75;0,125;0,1;0,466666666666667;0,371428571428571
0,2;0,75;0,125;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0,125;0,1;0,566666666666667;0,0571428571428571
0,2;0,75;0,125;0,1;0,6;0,0285714285714286
0,2;0,75;0,125;0,1;0,633333333333333;0
0,2;0,75;0,125;0,1;0,666666666666667;0
0,2;0,75;0,125;0,1;1;0
0,2;0,75;0,125;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,125;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,125;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,125;0,6;0,6;0,0285714285714286
0,2;0,75;0,125;0,6;0,633333333333333;0
0,2;0,75;0,125;0,6;0,666666666666667;0
0,2;0,75;0,125;0,6;1;0
0,2;0,75;0,125;1;0,466666666666667;0,371428571428571
0,2;0,75;0,125;1;0,533333333333333;0,171428571428571
0,2;0,75;0,125;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,125;1;0,6;0,0285714285714286
0,2;0,75;0,125;1;0,633333333333333;0
0,2;0,75;0,125;1;0,666666666666667;0
0,2;0,75;0,125;1;1;0
0,2;0,75;0,25;0,1;0,466666666666667;0,4
0,2;0,75;0,25;0,1;0,533333333333333;0,171428571428571
0,2;0,75;0,25;0,1;0,566666666666667;0,0857142857142857
0,2;0,75;0,25;0,1;0,6;0,0285714285714286
0,2;0,75;0,25;0,1;0,633333333333333;0
0,2;0,75;0,25;0,1;0,666666666666667;0
0,2;0,75;0,25;0,1;1;0
0,2;0,75;0,25;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,25;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,25;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,25;0,6;0,6;0,0285714285714286
0,2;0,75;0,25;0,6;0,633333333333333;0
0,2;0,75;0,25;0,6;0,666666666666667;0
0,2;0,75;0,25;0,6;1;0
0,2;0,75;0,25;1;0,466666666666667;0,371428571428571
0,2;0,75;0,25;1;0,533333333333333;0,171428571428571
0,2;0,75;0,25;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,25;1;0,6;0,0285714285714286
0,2;0,75;0,25;1;0,633333333333333;0
0,2;0,75;0,25;1;0,666666666666667;0
0,2;0,75;0,25;1;1;0
0,2;0,75;0,5;0,1;0,466666666666667;0,914285714285714
0,2;0,75;0,5;0,1;0,533333333333333;0,742857142857143
0,2;0,75;0,5;0,1;0,566666666666667;0,628571428571429
0,2;0,75;0,5;0,1;0,6;0,714285714285714
0,2;0,75;0,5;0,1;0,633333333333333;0,714285714285714
0,2;0,75;0,5;0,1;0,666666666666667;0,6
0,2;0,75;0,5;0,1;1;0,485714285714286
0,2;0,75;0,5;0,6;0,466666666666667;0,371428571428571
0,2;0,75;0,5;0,6;0,533333333333333;0,171428571428571
0,2;0,75;0,5;0,6;0,566666666666667;0,0571428571428571
0,2;0,75;0,5;0,6;0,6;0,0285714285714286
0,2;0,75;0,5;0,6;0,633333333333333;0
0,2;0,75;0,5;0,6;0,666666666666667;0
0,2;0,75;0,5;0,6;1;0
0,2;0,75;0,5;1;0,466666666666667;0,371428571428571
0,2;0,75;0,5;1;0,533333333333333;0,171428571428571
0,2;0,75;0,5;1;0,566666666666667;0,0571428571428571
0,2;0,75;0,5;1;0,6;0,0285714285714286
0,2;0,75;0,5;1;0,633333333333333;0
0,2;0,75;0,5;1;0,666666666666667;0
0,2;0,75;0,5;1;1;0
0,2;0,75;0,75;0,6;0,466666666666667;0,428571428571429
0,2;0,75;0,75;0,6;0,533333333333333;0,228571428571429
0,2;0,75;0,75;0,6;0,566666666666667;0,171428571428571
0,2;0,75;0,75;0,6;0,6;0,114285714285714
0,2;0,75;0,75;0,6;0,633333333333333;0,0571428571428571
0,2;0,75;0,75;0,6;0,666666666666667;0,0285714285714286
0,2;0,75;0,75;0,6;1;0,0285714285714286
0,2;0,75;0,75;1;0,466666666666667;0,371428571428571
0,2;0,75;0,75;1;0,533333333333333;0,171428571428571
0,2;0,75;0,75;1;0,566666666666667;0,0857142857142857
0,2;0,75;0,75;1;0,6;0,0285714285714286
0,2;0,75;0,75;1;0,633333333333333;0
0,2;0,75;0,75;1;0,666666666666667;0
0,2;0,75;0,75;1;1;0
0,2;0,75;1;0,6;0,466666666666667;0,942857142857143
0,2;0,75;1;0,6;0,533333333333333;0,971428571428572
0,2;0,75;1;0,6;0,566666666666667;0,914285714285714
0,2;0,75;1;0,6;0,6;1
0,2;0,75;1;0,6;0,633333333333333;0,914285714285714
0,2;0,75;1;0,6;0,666666666666667;0,914285714285714
0,2;0,75;1;0,6;1;0,857142857142857
0,2;0,75;1;1;0,466666666666667;0,457142857142857
0,2;0,75;1;1;0,533333333333333;0,2
0,2;0,75;1;1;0,566666666666667;0,114285714285714
0,2;0,75;1;1;0,6;0,0285714285714286
0,2;0,75;1;1;0,633333333333333;0,0285714285714286
0,2;0,75;1;1;0,666666666666667;0
0,2;0,75;1;1;1;0
0,2;1;0;0,1;0,466666666666667;0,371428571428571
0,2;1;0;0,1;0,533333333333333;0,171428571428571
0,2;1;0;0,1;0,566666666666667;0,0571428571428571
0,2;1;0;0,1;0,6;0,0285714285714286
0,2;1;0;0,1;0,633333333333333;0
0,2;1;0;0,1;0,666666666666667;0
0,2;1;0;0,1;1;0
0,2;1;0;0,6;0,466666666666667;0,371428571428571
0,2;1;0;0,6;0,533333333333333;0,171428571428571
0,2;1;0;0,6;0,566666666666667;0,0571428571428571
0,2;1;0;0,6;0,6;0,0285714285714286
0,2;1;0;0,6;0,633333333333333;0
0,2;1;0;0,6;0,666666666666667;0
0,2;1;0;0,6;1;0
0,2;1;0;1;0,466666666666667;0,371428571428571
0,2;1;0;1;0,533333333333333;0,171428571428571
0,2;1;0;1;0,566666666666667;0,0571428571428571
0,2;1;0;1;0,6;0,0285714285714286
0,2;1;0;1;0,633333333333333;0
0,2;1;0;1;0,666666666666667;0
0,2;1;0;1;1;0
0,2;1;0,015625;0,1;0,466666666666667;0,371428571428571
0,2;1;0,015625;0,1;0,533333333333333;0,171428571428571
0,2;1;0,015625;0,1;0,566666666666667;0,0571428571428571
0,2;1;0,015625;0,1;0,6;0,0285714285714286
0,2;1;0,015625;0,1;0,633333333333333;0
0,2;1;0,015625;0,1;0,666666666666667;0
0,2;1;0,015625;0,1;1;0
0,2;1;0,015625;0,6;0,466666666666667;0,371428571428571
0,2;1;0,015625;0,6;0,533333333333333;0,171428571428571
0,2;1;0,015625;0,6;0,566666666666667;0,0571428571428571
0,2;1;0,015625;0,6;0,6;0,0285714285714286
0,2;1;0,015625;0,6;0,633333333333333;0
0,2;1;0,015625;0,6;0,666666666666667;0
0,2;1;0,015625;0,6;1;0
0,2;1;0,015625;1;0,466666666666667;0,371428571428571
0,2;1;0,015625;1;0,533333333333333;0,171428571428571
0,2;1;0,015625;1;0,566666666666667;0,0571428571428571
0,2;1;0,015625;1;0,6;0,0285714285714286
0,2;1;0,015625;1;0,633333333333333;0
0,2;1;0,015625;1;0,666666666666667;0
0,2;1;0,015625;1;1;0
0,2;1;0,03125;0,1;0,466666666666667;0,371428571428571
0,2;1;0,03125;0,1;0,533333333333333;0,171428571428571
0,2;1;0,03125;0,1;0,566666666666667;0,0571428571428571
0,2;1;0,03125;0,1;0,6;0,0285714285714286
0,2;1;0,03125;0,1;0,633333333333333;0
0,2;1;0,03125;0,1;0,666666666666667;0
0,2;1;0,03125;0,1;1;0
0,2;1;0,03125;0,6;0,466666666666667;0,371428571428571
0,2;1;0,03125;0,6;0,533333333333333;0,171428571428571
0,2;1;0,03125;0,6;0,566666666666667;0,0571428571428571
0,2;1;0,03125;0,6;0,6;0,0285714285714286
0,2;1;0,03125;0,6;0,633333333333333;0
0,2;1;0,03125;0,6;0,666666666666667;0
0,2;1;0,03125;0,6;1;0
0,2;1;0,03125;1;0,466666666666667;0,371428571428571
0,2;1;0,03125;1;0,533333333333333;0,171428571428571
0,2;1;0,03125;1;0,566666666666667;0,0571428571428571
0,2;1;0,03125;1;0,6;0,0285714285714286
0,2;1;0,03125;1;0,633333333333333;0
0,2;1;0,03125;1;0,666666666666667;0
0,2;1;0,03125;1;1;0
0,2;1;0,0625;0,1;0,466666666666667;0,371428571428571
0,2;1;0,0625;0,1;0,533333333333333;0,171428571428571
0,2;1;0,0625;0,1;0,566666666666667;0,0571428571428571
0,2;1;0,0625;0,1;0,6;0,0285714285714286
0,2;1;0,0625;0,1;0,633333333333333;0
0,2;1;0,0625;0,1;0,666666666666667;0
0,2;1;0,0625;0,1;1;0
0,2;1;0,0625;0,6;0,466666666666667;0,371428571428571
0,2;1;0,0625;0,6;0,533333333333333;0,171428571428571
0,2;1;0,0625;0,6;0,566666666666667;0,0571428571428571
0,2;1;0,0625;0,6;0,6;0,0285714285714286
0,2;1;0,0625;0,6;0,633333333333333;0
0,2;1;0,0625;0,6;0,666666666666667;0
0,2;1;0,0625;0,6;1;0
0,2;1;0,0625;1;0,466666666666667;0,371428571428571
0,2;1;0,0625;1;0,533333333333333;0,171428571428571
0,2;1;0,0625;1;0,566666666666667;0,0571428571428571
0,2;1;0,0625;1;0,6;0,0285714285714286
0,2;1;0,0625;1;0,633333333333333;0
0,2;1;0,0625;1;0,666666666666667;0
0,2;1;0,0625;1;1;0
0,2;1;0,125;0,1;0,466666666666667;0,371428571428571
0,2;1;0,125;0,1;0,533333333333333;0,171428571428571
0,2;1;0,125;0,1;0,566666666666667;0,0571428571428571
0,2;1;0,125;0,1;0,6;0,0285714285714286
