segment_length;lr;mlbs;bandwidth;median(buffer_underrruns)
0,2;0;0,1;0,466666666666667;0,333333333333333
0,2;0;0,1;0,533333333333333;0,166666666666667
0,2;0;0,1;0,566666666666667;0
0,2;0;0,1;0,6;0
0,2;0;0,1;0,633333333333333;0
0,2;0;0,1;0,666666666666667;0
0,2;0;0,1;1;0
0,2;0;0,6;0,466666666666667;0,333333333333333
0,2;0;0,6;0,533333333333333;0,166666666666667
0,2;0;0,6;0,566666666666667;0
0,2;0;0,6;0,6;0
0,2;0;0,6;0,633333333333333;0
0,2;0;0,6;0,666666666666667;0
0,2;0;0,6;1;0
0,2;0;1;0,466666666666667;0,333333333333333
0,2;0;1;0,533333333333333;0,166666666666667
0,2;0;1;0,566666666666667;0
0,2;0;1;0,6;0
0,2;0;1;0,633333333333333;0
0,2;0;1;0,666666666666667;0
0,2;0;1;1;0
0,2;0,015625;0,1;0,466666666666667;0,333333333333333
0,2;0,015625;0,1;0,533333333333333;0,166666666666667
0,2;0,015625;0,1;0,566666666666667;0
0,2;0,015625;0,1;0,6;0
0,2;0,015625;0,1;0,633333333333333;0
0,2;0,015625;0,1;0,666666666666667;0
0,2;0,015625;0,1;1;0
0,2;0,015625;0,6;0,466666666666667;0,333333333333333
0,2;0,015625;0,6;0,533333333333333;0,166666666666667
0,2;0,015625;0,6;0,566666666666667;0
0,2;0,015625;0,6;0,6;0
0,2;0,015625;0,6;0,633333333333333;0
0,2;0,015625;0,6;0,666666666666667;0
0,2;0,015625;0,6;1;0
0,2;0,015625;1;0,466666666666667;0,333333333333333
0,2;0,015625;1;0,533333333333333;0,166666666666667
0,2;0,015625;1;0,566666666666667;0
0,2;0,015625;1;0,6;0
0,2;0,015625;1;0,633333333333333;0
0,2;0,015625;1;0,666666666666667;0
0,2;0,015625;1;1;0
0,2;0,03125;0,1;0,466666666666667;0,333333333333333
0,2;0,03125;0,1;0,533333333333333;0,166666666666667
0,2;0,03125;0,1;0,566666666666667;0
0,2;0,03125;0,1;0,6;0
0,2;0,03125;0,1;0,633333333333333;0
0,2;0,03125;0,1;0,666666666666667;0
0,2;0,03125;0,1;1;0
0,2;0,03125;0,6;0,466666666666667;0,333333333333333
0,2;0,03125;0,6;0,533333333333333;0,166666666666667
0,2;0,03125;0,6;0,566666666666667;0
0,2;0,03125;0,6;0,6;0
0,2;0,03125;0,6;0,633333333333333;0
0,2;0,03125;0,6;0,666666666666667;0
0,2;0,03125;0,6;1;0
0,2;0,03125;1;0,466666666666667;0,333333333333333
0,2;0,03125;1;0,533333333333333;0,166666666666667
0,2;0,03125;1;0,566666666666667;0
0,2;0,03125;1;0,6;0
0,2;0,03125;1;0,633333333333333;0
0,2;0,03125;1;0,666666666666667;0
0,2;0,03125;1;1;0
0,2;0,0625;0,1;0,466666666666667;0,333333333333333
0,2;0,0625;0,1;0,533333333333333;0,166666666666667
0,2;0,0625;0,1;0,566666666666667;0
0,2;0,0625;0,1;0,6;0
0,2;0,0625;0,1;0,633333333333333;0
0,2;0,0625;0,1;0,666666666666667;0
0,2;0,0625;0,1;1;0
0,2;0,0625;0,6;0,466666666666667;0,333333333333333
0,2;0,0625;0,6;0,533333333333333;0,166666666666667
0,2;0,0625;0,6;0,566666666666667;0
0,2;0,0625;0,6;0,6;0
0,2;0,0625;0,6;0,633333333333333;0
0,2;0,0625;0,6;0,666666666666667;0
0,2;0,0625;0,6;1;0
0,2;0,0625;1;0,466666666666667;0,333333333333333
0,2;0,0625;1;0,533333333333333;0,166666666666667
0,2;0,0625;1;0,566666666666667;0
0,2;0,0625;1;0,6;0
0,2;0,0625;1;0,633333333333333;0
0,2;0,0625;1;0,666666666666667;0
0,2;0,0625;1;1;0
0,2;0,125;0,1;0,466666666666667;0,333333333333333
0,2;0,125;0,1;0,533333333333333;0,166666666666667
0,2;0,125;0,1;0,566666666666667;0,0833333333333333
0,2;0,125;0,1;0,6;0
0,2;0,125;0,1;0,633333333333333;0
0,2;0,125;0,1;0,666666666666667;0
0,2;0,125;0,1;1;0
0,2;0,125;0,6;0,466666666666667;0,333333333333333
0,2;0,125;0,6;0,533333333333333;0,166666666666667
0,2;0,125;0,6;0,566666666666667;0
0,2;0,125;0,6;0,6;0
0,2;0,125;0,6;0,633333333333333;0
0,2;0,125;0,6;0,666666666666667;0
0,2;0,125;0,6;1;0
0,2;0,125;1;0,466666666666667;0,333333333333333
0,2;0,125;1;0,533333333333333;0,166666666666667
0,2;0,125;1;0,566666666666667;0
0,2;0,125;1;0,6;0
0,2;0,125;1;0,633333333333333;0
0,2;0,125;1;0,666666666666667;0
0,2;0,125;1;1;0
0,2;0,25;0,1;0,466666666666667;0,416666666666667
0,2;0,25;0,1;0,533333333333333;0,166666666666667
0,2;0,25;0,1;0,566666666666667;0,0833333333333333
0,2;0,25;0,1;0,6;0
0,2;0,25;0,1;0,633333333333333;0
0,2;0,25;0,1;0,666666666666667;0
0,2;0,25;0,1;1;0
0,2;0,25;0,6;0,466666666666667;0,333333333333333
0,2;0,25;0,6;0,533333333333333;0,166666666666667
0,2;0,25;0,6;0,566666666666667;0,0833333333333333
0,2;0,25;0,6;0,6;0
0,2;0,25;0,6;0,633333333333333;0
0,2;0,25;0,6;0,666666666666667;0
0,2;0,25;0,6;1;0
0,2;0,25;1;0,466666666666667;0,333333333333333
0,2;0,25;1;0,533333333333333;0,166666666666667
0,2;0,25;1;0,566666666666667;0
0,2;0,25;1;0,6;0
0,2;0,25;1;0,633333333333333;0
0,2;0,25;1;0,666666666666667;0
0,2;0,25;1;1;0
0,2;0,5;0,1;0,466666666666667;0,833333333333333
0,2;0,5;0,1;0,533333333333333;0,833333333333333
0,2;0,5;0,1;0,566666666666667;0,75
0,2;0,5;0,1;0,6;0,75
0,2;0,5;0,1;0,633333333333333;0,666666666666667
0,2;0,5;0,1;0,666666666666667;0,666666666666667
0,2;0,5;0,1;1;0,583333333333333
0,2;0,5;0,6;0,466666666666667;0,333333333333333
0,2;0,5;0,6;0,533333333333333;0,166666666666667
0,2;0,5;0,6;0,566666666666667;0
0,2;0,5;0,6;0,6;0
0,2;0,5;0,6;0,633333333333333;0
0,2;0,5;0,6;0,666666666666667;0
0,2;0,5;0,6;1;0
0,2;0,5;1;0,466666666666667;0,333333333333333
0,2;0,5;1;0,533333333333333;0,166666666666667
0,2;0,5;1;0,566666666666667;0
0,2;0,5;1;0,6;0
0,2;0,5;1;0,633333333333333;0
0,2;0,5;1;0,666666666666667;0
0,2;0,5;1;1;0
0,2;0,75;0,6;0,466666666666667;0,416666666666667
0,2;0,75;0,6;0,533333333333333;0,25
0,2;0,75;0,6;0,566666666666667;0,166666666666667
0,2;0,75;0,6;0,6;0
0,2;0,75;0,6;0,633333333333333;0
0,2;0,75;0,6;0,666666666666667;0
0,2;0,75;0,6;1;0
0,2;0,75;1;0,466666666666667;0,416666666666667
0,2;0,75;1;0,533333333333333;0,166666666666667
0,2;0,75;1;0,566666666666667;0
0,2;0,75;1;0,6;0
0,2;0,75;1;0,633333333333333;0
0,2;0,75;1;0,666666666666667;0
0,2;0,75;1;1;0
0,2;1;0,6;0,466666666666667;0,916666666666667
0,2;1;0,6;0,533333333333333;0,833333333333333
0,2;1;0,6;0,566666666666667;0,833333333333333
0,2;1;0,6;0,6;0,916666666666667
0,2;1;0,6;0,633333333333333;0,833333333333333
0,2;1;0,6;0,666666666666667;0,916666666666667
0,2;1;0,6;1;0,75
0,2;1;1;0,466666666666667;0,416666666666667
0,2;1;1;0,533333333333333;0,166666666666667
0,2;1;1;0,566666666666667;0,0833333333333333
0,2;1;1;0,6;0,0833333333333333
0,2;1;1;0,633333333333333;0
0,2;1;1;0,666666666666667;0
0,2;1;1;1;0
0,2;0;0,1;0,466666666666667;0,333333333333333
0,2;0;0,1;0,533333333333333;0,166666666666667
0,2;0;0,1;0,566666666666667;0
0,2;0;0,1;0,6;0
0,2;0;0,1;0,633333333333333;0
0,2;0;0,1;0,666666666666667;0
0,2;0;0,1;1;0
0,2;0;0,6;0,466666666666667;0,333333333333333
0,2;0;0,6;0,533333333333333;0,166666666666667
0,2;0;0,6;0,566666666666667;0
0,2;0;0,6;0,6;0
0,2;0;0,6;0,633333333333333;0
0,2;0;0,6;0,666666666666667;0
0,2;0;0,6;1;0
0,2;0;1;0,466666666666667;0,333333333333333
0,2;0;1;0,533333333333333;0,166666666666667
0,2;0;1;0,566666666666667;0
0,2;0;1;0,6;0
0,2;0;1;0,633333333333333;0
0,2;0;1;0,666666666666667;0
0,2;0;1;1;0
0,2;0,015625;0,1;0,466666666666667;0,333333333333333
0,2;0,015625;0,1;0,533333333333333;0,166666666666667
0,2;0,015625;0,1;0,566666666666667;0
0,2;0,015625;0,1;0,6;0
0,2;0,015625;0,1;0,633333333333333;0
0,2;0,015625;0,1;0,666666666666667;0
0,2;0,015625;0,1;1;0
0,2;0,015625;0,6;0,466666666666667;0,333333333333333
0,2;0,015625;0,6;0,533333333333333;0,166666666666667
0,2;0,015625;0,6;0,566666666666667;0
0,2;0,015625;0,6;0,6;0
0,2;0,015625;0,6;0,633333333333333;0
0,2;0,015625;0,6;0,666666666666667;0
0,2;0,015625;0,6;1;0
0,2;0,015625;1;0,466666666666667;0,333333333333333
0,2;0,015625;1;0,533333333333333;0,166666666666667
0,2;0,015625;1;0,566666666666667;0
0,2;0,015625;1;0,6;0
0,2;0,015625;1;0,633333333333333;0
0,2;0,015625;1;0,666666666666667;0
0,2;0,015625;1;1;0
0,2;0,03125;0,1;0,466666666666667;0,333333333333333
0,2;0,03125;0,1;0,533333333333333;0,166666666666667
0,2;0,03125;0,1;0,566666666666667;0
0,2;0,03125;0,1;0,6;0
0,2;0,03125;0,1;0,633333333333333;0
0,2;0,03125;0,1;0,666666666666667;0
0,2;0,03125;0,1;1;0
0,2;0,03125;0,6;0,466666666666667;0,333333333333333
0,2;0,03125;0,6;0,533333333333333;0,166666666666667
0,2;0,03125;0,6;0,566666666666667;0
0,2;0,03125;0,6;0,6;0
0,2;0,03125;0,6;0,633333333333333;0
0,2;0,03125;0,6;0,666666666666667;0
0,2;0,03125;0,6;1;0
0,2;0,03125;1;0,466666666666667;0,333333333333333
0,2;0,03125;1;0,533333333333333;0,166666666666667
0,2;0,03125;1;0,566666666666667;0
0,2;0,03125;1;0,6;0
0,2;0,03125;1;0,633333333333333;0
0,2;0,03125;1;0,666666666666667;0
0,2;0,03125;1;1;0
0,2;0,0625;0,1;0,466666666666667;0,333333333333333
0,2;0,0625;0,1;0,533333333333333;0,166666666666667
0,2;0,0625;0,1;0,566666666666667;0
0,2;0,0625;0,1;0,6;0
0,2;0,0625;0,1;0,633333333333333;0
0,2;0,0625;0,1;0,666666666666667;0
0,2;0,0625;0,1;1;0
0,2;0,0625;0,6;0,466666666666667;0,333333333333333
0,2;0,0625;0,6;0,533333333333333;0,166666666666667
0,2;0,0625;0,6;0,566666666666667;0
0,2;0,0625;0,6;0,6;0
0,2;0,0625;0,6;0,633333333333333;0
0,2;0,0625;0,6;0,666666666666667;0
0,2;0,0625;0,6;1;0
0,2;0,0625;1;0,466666666666667;0,333333333333333
0,2;0,0625;1;0,533333333333333;0,166666666666667
0,2;0,0625;1;0,566666666666667;0
0,2;0,0625;1;0,6;0
0,2;0,0625;1;0,633333333333333;0
0,2;0,0625;1;0,666666666666667;0
0,2;0,0625;1;1;0
0,2;0,125;0,1;0,466666666666667;0,333333333333333
0,2;0,125;0,1;0,533333333333333;0,166666666666667
0,2;0,125;0,1;0,566666666666667;0
0,2;0,125;0,1;0,6;0
0,2;0,125;0,1;0,633333333333333;0
0,2;0,125;0,1;0,666666666666667;0
0,2;0,125;0,1;1;0
0,2;0,125;0,6;0,466666666666667;0,333333333333333
0,2;0,125;0,6;0,533333333333333;0,166666666666667
0,2;0,125;0,6;0,566666666666667;0
0,2;0,125;0,6;0,6;0
0,2;0,125;0,6;0,633333333333333;0
0,2;0,125;0,6;0,666666666666667;0
0,2;0,125;0,6;1;0
0,2;0,125;1;0,466666666666667;0,333333333333333
0,2;0,125;1;0,533333333333333;0,166666666666667
0,2;0,125;1;0,566666666666667;0
0,2;0,125;1;0,6;0
0,2;0,125;1;0,633333333333333;0
0,2;0,125;1;0,666666666666667;0
0,2;0,125;1;1;0
0,2;0,25;0,1;0,466666666666667;0,416666666666667
0,2;0,25;0,1;0,533333333333333;0,166666666666667
0,2;0,25;0,1;0,566666666666667;0,0833333333333333
0,2;0,25;0,1;0,6;0
0,2;0,25;0,1;0,633333333333333;0
0,2;0,25;0,1;0,666666666666667;0
0,2;0,25;0,1;1;0
0,2;0,25;0,6;0,466666666666667;0,333333333333333
0,2;0,25;0,6;0,533333333333333;0,166666666666667
0,2;0,25;0,6;0,566666666666667;0
0,2;0,25;0,6;0,6;0
0,2;0,25;0,6;0,633333333333333;0
0,2;0,25;0,6;0,666666666666667;0
0,2;0,25;0,6;1;0
0,2;0,25;1;0,466666666666667;0,333333333333333
0,2;0,25;1;0,533333333333333;0,166666666666667
0,2;0,25;1;0,566666666666667;0
0,2;0,25;1;0,6;0
0,2;0,25;1;0,633333333333333;0
0,2;0,25;1;0,666666666666667;0
0,2;0,25;1;1;0
0,2;0,5;0,1;0,466666666666667;0,916666666666667
0,2;0,5;0,1;0,533333333333333;0,75
0,2;0,5;0,1;0,566666666666667;0,666666666666667
0,2;0,5;0,1;0,6;0,666666666666667
0,2;0,5;0,1;0,633333333333333;0,75
0,2;0,5;0,1;0,666666666666667;0,583333333333333
0,2;0,5;0,1;1;0,5
0,2;0,5;0,6;0,466666666666667;0,333333333333333
0,2;0,5;0,6;0,533333333333333;0,166666666666667
0,2;0,5;0,6;0,566666666666667;0
0,2;0,5;0,6;0,6;0
0,2;0,5;0,6;0,633333333333333;0
0,2;0,5;0,6;0,666666666666667;0
0,2;0,5;0,6;1;0
0,2;0,5;1;0,466666666666667;0,333333333333333
0,2;0,5;1;0,533333333333333;0,166666666666667
0,2;0,5;1;0,566666666666667;0
0,2;0,5;1;0,6;0
0,2;0,5;1;0,633333333333333;0
0,2;0,5;1;0,666666666666667;0
0,2;0,5;1;1;0
0,2;0,75;0,6;0,466666666666667;0,416666666666667
0,2;0,75;0,6;0,533333333333333;0,166666666666667
0,2;0,75;0,6;0,566666666666667;0,166666666666667
0,2;0,75;0,6;0,6;0,0833333333333333
0,2;0,75;0,6;0,633333333333333;0
0,2;0,75;0,6;0,666666666666667;0
0,2;0,75;0,6;1;0
0,2;0,75;1;0,466666666666667;0,333333333333333
0,2;0,75;1;0,533333333333333;0,166666666666667
0,2;0,75;1;0,566666666666667;0,0833333333333333
0,2;0,75;1;0,6;0
0,2;0,75;1;0,633333333333333;0
0,2;0,75;1;0,666666666666667;0
0,2;0,75;1;1;0
0,2;1;0,6;0,466666666666667;0,916666666666667
0,2;1;0,6;0,533333333333333;0,916666666666667
0,2;1;0,6;0,566666666666667;0,833333333333333
0,2;1;0,6;0,6;1
0,2;1;0,6;0,633333333333333;0,909090909090909
0,2;1;0,6;0,666666666666667;1
0,2;1;0,6;1;0,909090909090909
0,2;1;1;0,466666666666667;0,454545454545455
0,2;1;1;0,533333333333333;0,181818181818182
0,2;1;1;0,566666666666667;0,0909090909090909
0,2;1;1;0,6;0
0,2;1;1;0,633333333333333;0
0,2;1;1;0,666666666666667;0
0,2;1;1;1;0
0,2;0;0,1;0,466666666666667;0,363636363636364
0,2;0;0,1;0,533333333333333;0,181818181818182
0,2;0;0,1;0,566666666666667;0
0,2;0;0,1;0,6;0
0,2;0;0,1;0,633333333333333;0
0,2;0;0,1;0,666666666666667;0
0,2;0;0,1;1;0
0,2;0;0,6;0,466666666666667;0,363636363636364
0,2;0;0,6;0,533333333333333;0,181818181818182
0,2;0;0,6;0,566666666666667;0
0,2;0;0,6;0,6;0
0,2;0;0,6;0,633333333333333;0
0,2;0;0,6;0,666666666666667;0
0,2;0;0,6;1;0
0,2;0;1;0,466666666666667;0,363636363636364
0,2;0;1;0,533333333333333;0,181818181818182
0,2;0;1;0,566666666666667;0
0,2;0;1;0,6;0
0,2;0;1;0,633333333333333;0
0,2;0;1;0,666666666666667;0
0,2;0;1;1;0
0,2;0,015625;0,1;0,466666666666667;0,363636363636364
0,2;0,015625;0,1;0,533333333333333;0,181818181818182
0,2;0,015625;0,1;0,566666666666667;0
0,2;0,015625;0,1;0,6;0
0,2;0,015625;0,1;0,633333333333333;0
0,2;0,015625;0,1;0,666666666666667;0
0,2;0,015625;0,1;1;0
0,2;0,015625;0,6;0,466666666666667;0,363636363636364
0,2;0,015625;0,6;0,533333333333333;0,181818181818182
0,2;0,015625;0,6;0,566666666666667;0
0,2;0,015625;0,6;0,6;0
0,2;0,015625;0,6;0,633333333333333;0
0,2;0,015625;0,6;0,666666666666667;0
0,2;0,015625;0,6;1;0
0,2;0,015625;1;0,466666666666667;0,363636363636364
0,2;0,015625;1;0,533333333333333;0,181818181818182
0,2;0,015625;1;0,566666666666667;0
0,2;0,015625;1;0,6;0
0,2;0,015625;1;0,633333333333333;0
0,2;0,015625;1;0,666666666666667;0
0,2;0,015625;1;1;0
0,2;0,03125;0,1;0,466666666666667;0,363636363636364
0,2;0,03125;0,1;0,533333333333333;0,181818181818182
0,2;0,03125;0,1;0,566666666666667;0
0,2;0,03125;0,1;0,6;0
0,2;0,03125;0,1;0,633333333333333;0
0,2;0,03125;0,1;0,666666666666667;0
0,2;0,03125;0,1;1;0
0,2;0,03125;0,6;0,466666666666667;0,363636363636364
0,2;0,03125;0,6;0,533333333333333;0,181818181818182
0,2;0,03125;0,6;0,566666666666667;0
0,2;0,03125;0,6;0,6;0
0,2;0,03125;0,6;0,633333333333333;0
0,2;0,03125;0,6;0,666666666666667;0
0,2;0,03125;0,6;1;0
0,2;0,03125;1;0,466666666666667;0,363636363636364
0,2;0,03125;1;0,533333333333333;0,181818181818182
0,2;0,03125;1;0,566666666666667;0
0,2;0,03125;1;0,6;0
0,2;0,03125;1;0,633333333333333;0
0,2;0,03125;1;0,666666666666667;0
0,2;0,03125;1;1;0
0,2;0,0625;0,1;0,466666666666667;0,363636363636364
0,2;0,0625;0,1;0,533333333333333;0,181818181818182
0,2;0,0625;0,1;0,566666666666667;0
0,2;0,0625;0,1;0,6;0
0,2;0,0625;0,1;0,633333333333333;0
0,2;0,0625;0,1;0,666666666666667;0
0,2;0,0625;0,1;1;0
0,2;0,0625;0,6;0,466666666666667;0,363636363636364
0,2;0,0625;0,6;0,533333333333333;0,181818181818182
0,2;0,0625;0,6;0,566666666666667;0
0,2;0,0625;0,6;0,6;0
0,2;0,0625;0,6;0,633333333333333;0
0,2;0,0625;0,6;0,666666666666667;0
0,2;0,0625;0,6;1;0
0,2;0,0625;1;0,466666666666667;0,363636363636364
0,2;0,0625;1;0,533333333333333;0,181818181818182
0,2;0,0625;1;0,566666666666667;0
0,2;0,0625;1;0,6;0
0,2;0,0625;1;0,633333333333333;0
0,2;0,0625;1;0,666666666666667;0
0,2;0,0625;1;1;0
0,2;0,125;0,1;0,466666666666667;0,363636363636364
0,2;0,125;0,1;0,533333333333333;0,181818181818182
0,2;0,125;0,1;0,566666666666667;0
0,2;0,125;0,1;0,6;0
0,2;0,125;0,1;0,633333333333333;0
0,2;0,125;0,1;0,666666666666667;0
0,2;0,125;0,1;1;0
0,2;0,125;0,6;0,466666666666667;0,363636363636364
0,2;0,125;0,6;0,533333333333333;0,181818181818182
0,2;0,125;0,6;0,566666666666667;0
0,2;0,125;0,6;0,6;0
0,2;0,125;0,6;0,633333333333333;0
0,2;0,125;0,6;0,666666666666667;0
0,2;0,125;0,6;1;0
0,2;0,125;1;0,466666666666667;0,363636363636364
0,2;0,125;1;0,533333333333333;0,181818181818182
0,2;0,125;1;0,566666666666667;0
0,2;0,125;1;0,6;0
0,2;0,125;1;0,633333333333333;0
0,2;0,125;1;0,666666666666667;0
0,2;0,125;1;1;0
0,2;0,25;0,1;0,466666666666667;0,363636363636364
0,2;0,25;0,1;0,533333333333333;0,181818181818182
0,2;0,25;0,1;0,566666666666667;0,0909090909090909
0,2;0,25;0,1;0,6;0
0,2;0,25;0,1;0,633333333333333;0
0,2;0,25;0,1;0,666666666666667;0
0,2;0,25;0,1;1;0
0,2;0,25;0,6;0,466666666666667;0,363636363636364
0,2;0,25;0,6;0,533333333333333;0,181818181818182
0,2;0,25;0,6;0,566666666666667;0
0,2;0,25;0,6;0,6;0
0,2;0,25;0,6;0,633333333333333;0
0,2;0,25;0,6;0,666666666666667;0
0,2;0,25;0,6;1;0
0,2;0,25;1;0,466666666666667;0,363636363636364
0,2;0,25;1;0,533333333333333;0,181818181818182
0,2;0,25;1;0,566666666666667;0
0,2;0,25;1;0,6;0
0,2;0,25;1;0,633333333333333;0
0,2;0,25;1;0,666666666666667;0
